67,61.4,12.3,24.6,0.0,12.3,42.1,0.0,22.8,1.8,100.0
119,74.2,13.4,13.4,0.0,40.2,24.7,0.0,42.3,18.6,92.8
208,64.4,12.2,11.1,0.0,30.0,18.9,1.1,35.6,8.9,92.2
236,37.4,13.1,4.9,0.0,17.8,5.1,0.0,5.1,0.0,82.0
298,63.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,93.3
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7
302,63.0,0.0,0.0,0.0,41.7,0.0,0.0,0.0,0.0,91.7
303,63.0,0.0,0.0,0.0,53.1,0.0,0.0,21.9,3.1,59.4
315,74.8,19.8,16.2,0.0,32.4,18.0,0.0,36.9,2.7,98.2
338,85.7,9.5,19.0,0.0,61.9,28.6,4.8,0.0,0.0,100.0
363,7.3,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0
364,73.8,23.8,28.8,0.0,28.8,35.0,0.0,37.5,0.0,98.8
417,63.0,4.8,0.0,0.0,15.7,0.0,0.0,3.6,1.2,59.0
450,84.1,4.5,34.1,0.0,47.7,36.4,2.3,31.8,4.5,93.2
463,72.0,12.9,15.1,2.7,49.8,23.1,0.0,39.1,5.3,85.8
513,90.0,0.0,0.0,0.0,90.0,0.0,0.0,10.0,0.0,90.0
520,24.1,9.3,3.7,0.0,0.0,14.8,0.0,0.0,0.0,96.3
557,63.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,75.0
558,63.0,27.3,9.1,0.0,0.0,22.7,0.0,0.0,0.0,86.4
562,52.0,20.6,15.7,0.0,24.5,11.8,0.0,34.3,1.0,87.3
608,54.5,0.0,0.0,0.0,54.5,0.0,0.0,0.0,0.0,81.8
616,66.7,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,73.3
621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7
679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1
687,61.0,36.6,31.7,27.2,10.0,4.1,0.0,15.2,1.4,97.6
725,22.9,0.0,14.3,0.0,0.0,5.7,0.0,22.9,0.0,74.3
752,92.2,28.6,27.3,1.3,32.5,62.3,0.0,45.5,1.3,98.7
770,63.0,0.0,0.0,0.0,31.6,0.0,0.0,5.3,0.0,68.4
778,67.2,12.1,20.7,0.0,17.2,41.4,0.0,31.0,12.1,100.0
810,71.4,32.1,41.0,7.0,17.3,34.8,0.0,24.0,7.5,98.1
844,55.8,16.3,14.0,2.3,25.6,14.0,0.0,23.3,2.3,100.0
893,77.8,11.1,14.8,0.0,20.4,18.5,0.0,61.1,13.0,100.0
919,68.8,17.5,26.3,0.0,25.0,48.8,0.0,41.3,16.3,100.0
935,73.9,18.0,18.0,0.0,19.8,36.0,0.0,39.6,4.5,95.5
992,54.2,16.7,27.1,0.0,12.5,18.8,0.0,25.0,8.3,91.7
1081,69.9,21.8,25.3,6.6,22.3,12.7,0.9,22.7,3.1,96.9
1123,55.1,3.3,9.8,0.4,27.3,7.3,0.4,16.3,9.8,85.7
1149,69.0,34.2,31.6,9.1,15.5,28.9,0.0,16.0,6.4,89.8
1198,98.4,19.7,41.0,3.3,63.9,42.6,0.0,52.5,45.9,100.0
1297,77.2,60.3,43.8,47.5,5.5,4.1,2.3,9.1,0.0,98.2
1370,73.8,50.4,54.6,29.9,5.0,34.6,0.0,2.6,0.8,98.2
1388,65.9,57.5,35.8,28.1,2.3,6.4,0.0,3.7,0.0,98.3
1420,67.7,21.5,36.9,0.0,13.8,35.4,0.0,20.0,1.5,95.4
1446,77.8,11.1,33.3,0.0,24.1,44.4,1.9,31.5,5.6,100.0
1545,63.0,8.6,10.9,0.4,33.5,12.8,0.0,22.6,3.9,85.6
1602,59.4,7.9,26.7,0.0,11.9,23.8,0.0,31.7,5.9,93.1
1701,63.5,16.6,19.3,9.4,25.4,7.2,1.1,27.6,8.8,97.2
1750,72.1,14.7,18.6,0.0,31.8,26.4,0.0,30.2,8.5,93.0
1792,70.5,54.4,49.3,30.4,6.5,4.6,0.0,6.0,1.8,99.1
1842,70.4,49.0,38.8,36.7,1.0,21.4,0.0,29.6,2.0,96.9
1883,47.1,0.0,23.5,0.0,11.8,5.9,0.0,11.8,0.0,94.1
1958,83.0,13.7,24.8,0.7,49.7,22.9,0.7,29.4,2.6,97.4
1966,66.0,33.8,31.8,12.7,9.1,26.2,0.2,19.6,2.5,95.8
2022,63.4,2.2,5.9,1.1,43.0,6.5,0.0,26.9,2.2,96.8
2139,31.0,3.4,11.5,0.0,9.2,1.1,0.0,12.6,3.4,87.4
2154,74.1,48.6,35.5,19.5,9.1,23.2,0.0,32.7,0.5,96.4
2220,56.4,13.3,18.6,4.8,12.2,22.9,1.1,30.3,2.1,96.8
2246,70.6,10.9,19.3,0.0,33.6,24.4,4.2,44.5,1.7,98.3
2303,51.5,0.0,0.0,0.0,49.5,4.9,0.0,0.0,0.0,59.8
2337,78.3,4.8,20.5,0.0,51.8,34.9,3.6,47.0,2.4,88.0
2436,88.6,9.5,21.0,2.9,41.0,29.5,1.0,48.6,8.6,97.1
2501,32.8,16.4,13.4,0.0,10.4,0.0,0.0,10.4,0.0,94.0
2568,78.9,8.6,17.2,0.0,40.6,22.7,0.0,52.3,7.0,92.2
2576,80.0,33.8,44.6,9.2,25.4,54.6,0.0,33.1,18.5,98.5
2675,69.1,60.4,31.4,51.2,1.9,5.8,0.0,4.8,0.0,96.1
2709,60.4,29.7,26.5,8.3,9.6,35.8,0.0,16.0,0.0,97.8
2782,81.5,13.6,18.5,0.0,42.0,32.1,0.0,40.7,7.4,96.3
2840,90.5,15.2,15.2,0.0,56.2,30.5,0.0,53.3,21.0,95.2
2873,74.2,10.6,22.7,0.0,22.7,34.8,0.0,40.9,13.6,90.9
2956,50.0,0.0,20.0,0.0,30.0,0.0,0.0,20.0,10.0,80.0
3038,67.5,34.9,50.6,0.0,6.0,54.2,0.0,15.7,0.0,94.0
3061,45.6,20.2,21.4,8.9,19.9,2.1,0.0,13.5,13.1,97.2
3228,83.0,24.5,34.0,0.0,28.3,47.2,0.0,58.5,15.1,100.0
3285,77.8,23.1,31.1,7.1,34.0,27.4,0.0,36.3,13.2,95.3
3301,46.6,5.9,2.3,0.0,32.9,3.7,0.9,12.3,2.3,80.4
3376,89.5,7.9,15.8,0.0,57.9,26.3,0.0,65.8,2.6,100.0
3467,77.6,66.7,42.6,31.7,9.3,8.3,0.0,15.4,0.0,98.7
3558,75.0,8.3,10.4,0.0,31.3,29.2,0.0,31.3,4.2,95.8
3640,72.1,16.3,23.3,0.0,34.9,34.9,0.0,37.2,9.3,83.7
3749,79.5,5.7,22.7,0.0,53.4,11.4,2.3,19.3,4.5,94.3
3780,68.9,12.2,12.2,2.2,34.4,16.7,0.0,34.4,33.3,94.4
3830,62.7,29.9,13.4,0.0,11.2,35.1,0.0,14.2,0.7,96.3
3863,73.9,24.4,37.8,9.2,29.4,26.1,0.0,42.9,28.6,99.2
3970,68.5,30.8,25.4,10.4,25.9,28.5,0.3,29.6,0.7,97.7
3996,63.0,1.5,3.4,0.0,26.7,3.0,0.4,16.9,35.3,86.8
4028,70.2,20.5,29.8,0.0,25.5,15.5,0.6,31.7,9.9,93.8
4077,81.1,0.0,0.0,0.0,66.4,0.0,0.0,32.8,4.9,87.7
4085,76.0,14.0,30.0,0.0,22.0,26.0,0.0,44.0,10.0,98.0
4127,74.5,23.6,31.3,3.8,36.1,29.3,1.0,38.5,7.2,97.6
4143,75.0,35.4,36.0,2.4,20.7,30.5,0.0,26.8,1.8,96.3
4184,67.5,7.2,10.8,0.0,27.7,10.8,1.2,28.9,3.6,98.8
4416,60.1,23.1,26.9,1.3,16.4,28.2,0.0,21.8,10.5,97.1
4507,60.6,12.5,24.0,0.0,20.2,25.0,0.0,35.6,3.8,99.0
4556,83.8,2.7,8.1,1.4,35.1,20.3,0.0,66.2,2.7,97.3
4622,64.2,3.1,14.8,0.0,40.7,13.6,0.0,16.7,1.9,95.1
4770,63.3,17.1,14.9,5.4,26.6,18.4,0.3,30.7,5.7,97.2
4796,60.5,43.3,43.3,19.1,11.2,7.0,0.0,7.9,8.4,100.0
4812,75.2,9.9,16.3,0.0,35.5,20.6,2.1,51.8,0.0,97.9
4853,60.0,4.6,10.8,0.0,40.0,13.8,0.0,40.0,9.2,93.8
4861,76.1,12.7,14.1,0.0,36.6,28.2,0.0,52.1,8.5,94.4
4887,63.8,10.1,18.8,0.0,7.2,26.1,0.0,46.4,13.0,97.1
4911,69.8,17.9,24.5,0.0,16.0,51.9,0.0,22.6,11.3,97.2
4994,71.4,18.3,17.7,10.9,20.0,35.4,0.6,26.3,4.0,96.6
5017,63.5,8.1,23.6,0.0,29.7,31.1,0.0,24.3,13.5,97.3
5173,76.9,26.9,19.2,0.0,13.5,46.2,0.0,34.6,3.8,94.2
5207,72.5,18.1,23.1,4.9,23.6,2.7,0.5,26.4,40.7,96.2
5298,65.9,14.3,16.5,0.0,29.7,25.3,0.0,39.6,2.2,97.8
5322,66.7,38.3,35.8,23.5,5.0,19.2,1.3,31.7,5.1,96.5
5751,84.2,80.6,49.6,47.5,1.4,8.6,0.7,9.4,0.0,99.3
5777,65.0,25.0,30.0,0.0,30.0,35.0,0.0,35.0,5.0,95.0
5819,66.7,24.5,27.5,0.0,23.5,40.2,2.0,19.6,2.0,95.1
5850,78.8,0.0,0.6,0.0,76.3,0.0,0.0,62.8,6.4,91.7
5876,68.4,39.6,33.6,19.2,13.6,23.6,0.0,16.8,7.6,98.8
6098,65.4,10.6,4.8,0.0,34.6,14.4,0.0,46.2,18.3,98.1
6296,46.4,7.3,21.0,3.9,16.3,13.3,1.7,21.5,6.0,86.3
6312,74.7,30.5,26.3,1.1,28.4,30.5,1.1,22.1,7.4,100.0
6320,68.9,11.5,8.8,0.0,35.8,16.9,0.0,33.1,9.5,92.6
6494,75.7,12.9,13.7,1.9,39.2,9.5,0.0,54.4,14.8,93.2
6502,37.8,2.7,8.1,0.0,16.2,5.4,0.0,27.0,16.2,97.3
6528,75.9,2.7,18.8,0.0,50.9,16.1,1.8,46.4,19.6,90.2
6551,74.6,11.9,20.1,0.0,17.2,30.6,0.0,44.0,9.0,94.0
6593,76.3,40.5,38.8,22.6,13.6,36.9,0.0,22.6,0.9,98.7
6619,69.7,2.8,4.6,0.0,38.5,16.5,0.0,28.4,4.6,96.3
6635,53.6,7.2,8.8,0.0,24.0,12.8,0.0,36.0,12.8,95.2
6734,81.2,20.8,14.8,0.0,32.9,36.9,0.0,38.9,14.1,99.3
6759,64.6,18.5,24.1,9.2,35.4,16.9,1.0,32.3,2.6,97.9
6791,75.2,9.7,18.8,0.0,46.7,30.3,0.0,33.9,12.7,100.0
6841,53.2,0.0,12.9,0.0,46.0,5.8,0.0,0.0,0.0,61.2
6858,75.9,25.9,18.5,8.3,11.1,16.7,0.0,50.0,31.5,97.2
6890,72.3,9.0,12.7,6.5,40.6,8.8,0.0,41.9,1.7,92.3
6940,63.0,0.0,0.0,0.0,20.0,0.0,0.0,1.7,0.0,50.0
6965,82.7,17.3,26.7,0.0,17.3,44.0,0.0,50.7,20.0,96.0
7021,70.6,23.5,31.8,0.0,11.8,45.9,0.0,12.9,1.2,96.5
7054,67.3,17.0,18.7,5.3,30.4,26.9,4.7,28.1,19.3,91.2
7062,88.4,21.7,34.8,5.8,81.2,15.9,0.0,21.7,1.4,100.0
7104,60.8,14.9,21.6,1.4,18.9,29.7,0.0,29.7,0.0,97.3
7211,49.5,10.9,5.9,0.0,10.9,7.9,1.0,30.7,16.8,82.2
7245,76.5,2.9,11.8,0.0,50.0,20.6,0.0,29.4,14.7,97.1
7278,83.3,8.3,13.9,0.0,50.0,22.2,0.0,44.4,0.0,100.0
7286,65.4,10.9,11.5,1.3,44.2,2.6,0.0,39.1,22.4,93.6
7310,71.6,34.7,27.6,11.1,12.0,20.0,1.3,22.7,17.3,98.2
7401,57.1,14.3,20.0,0.0,14.3,20.0,0.0,45.7,20.0,97.1
7427,59.4,4.7,7.5,0.0,42.5,8.5,0.9,34.0,8.5,97.2
7534,95.1,32.8,32.8,0.0,42.6,60.7,1.6,50.8,0.0,100.0
7617,55.8,2.3,4.7,0.0,25.6,4.7,0.0,51.2,16.3,90.7
7658,66.2,28.6,40.3,2.6,26.0,24.7,0.0,27.3,1.3,100.0
7666,53.6,23.2,5.4,5.4,14.3,1.8,0.0,32.1,3.6,100.0
7674,68.6,7.0,16.3,0.0,17.4,7.0,0.0,54.7,14.0,95.3
7724,63.5,10.4,18.3,0.0,15.7,20.0,0.9,32.2,0.9,93.0
7823,60.3,6.8,13.7,0.0,37.0,4.1,0.0,26.0,0.0,91.8
7930,50.8,8.8,10.8,2.4,20.8,0.0,0.0,28.0,1.6,89.6
7955,77.3,56.0,24.0,14.7,22.7,0.0,0.0,29.3,0.0,100.0
7999,64.6,12.5,2.1,0.0,33.3,22.9,0.0,8.3,0.0,50.0
8003,51.4,20.0,17.1,0.0,10.0,30.0,0.0,17.1,2.9,94.3
8052,57.9,21.1,34.2,0.0,18.4,31.6,0.0,13.2,7.9,100.0
8086,82.0,10.0,20.0,0.0,40.0,28.0,0.0,52.0,0.0,100.0
8110,60.4,0.0,2.5,0.0,53.5,6.3,0.0,1.3,0.6,82.4
8136,83.9,12.9,21.0,0.0,59.7,6.5,0.0,40.3,0.0,91.9
8219,65.0,16.5,13.6,0.0,30.1,18.4,2.9,31.1,10.7,97.1
8250,60.7,6.7,13.5,7.9,51.7,1.1,0.0,25.8,4.5,96.6
8262,63.0,2.6,2.6,0.0,42.3,0.0,0.0,13.5,10.3,73.1
8298,62.0,2.4,6.4,0.0,38.4,2.4,0.0,43.2,14.8,72.0
8300,61.6,9.3,20.3,0.0,29.7,20.3,0.0,29.1,4.1,97.1
8309,63.0,2.8,4.3,0.0,38.5,14.8,0.0,31.8,2.8,82.3
8342,63.0,26.1,32.6,0.0,7.6,16.3,0.0,26.1,5.4,96.7
8433,86.2,23.1,26.2,0.0,32.3,20.0,0.0,67.7,3.1,95.4
8532,52.5,5.0,14.9,0.0,26.7,14.9,0.0,28.7,20.8,92.1
8722,63.4,17.3,19.8,6.6,37.9,19.8,0.0,28.4,9.1,86.4
8821,46.4,0.0,0.0,0.0,41.2,5.2,0.0,1.0,0.0,62.9
8961,80.0,6.7,16.7,0.0,48.3,15.0,0.0,53.3,6.7,100.0
