000059,045187
000067,045187
000083,044743
000102,048520
000105,048520
000117,048876
000118,046953
000119,047761
000124,047761
000138,000138
000139,000139
000141,065680
000177,047936
000187,047829
000190,047787
000208,049494
000222,000222
000224,043786
000231,049536
000232,044792
000234,044909
000236,000236
000242,050336
000257,045906
000265,044545
000270,044560
000291,046177
000296,000296
000297,000297
000298,000298
000300,000300
000301,000301
000302,000302
000303,000303
000305,000305
000306,000306
000311,000311
000315,045906
000316,000316
000318,000318
000319,000319
000320,000320
000321,000321
000338,000338
000345,050682
000348,044263
000349,047522
000350,048496
000351,044339
000352,044339
000356,048942
000363,043489
000364,045757
000382,049189
000383,049189
000384,044248
000385,044248
000387,044248
000388,043810
000389,043810
000400,045831
000406,043711
000417,000417
000429,044156
000435,043802
000448,045757
000450,000442
000451,000442
000455,050393
000463,043497
000470,044222
000471,044578
000472,044222
000475,043950
000489,043786
000491,044214
000493,044214
000497,043802
000501,046078
000505,044800
000509,000509
000510,000510
000511,000511
000513,043802
000519,047613
000520,045161
000534,000534
000539,046847
000543,000543
000546,000546
000547,044404
000553,000553
000556,000556
000557,000557
000558,000558
000559,000559
000560,000560
000562,046847
000575,043786
000577,000577
000596,046359
000608,000608
000612,046359
000613,000613
000614,000614
000616,000616
000620,045914
000621,000621
000623,000623
000634,000634
000638,049858
000653,043851
000676,044263
000679,000679
000687,047340
000699,047415
000701,048116
000711,045880
000725,000725
000729,043786
000736,043786
000737,044354
000745,049759
000752,049759
000760,046623
000770,000770
000778,046623
000779,000779
000780,000780
000804,000804
000808,000808
000810,048207
000825,000825
000828,043786
000831,045179
000836,048991
000838,000838
000840,044263
000841,044263
000843,000843
000844,048991
000851,050583
000855,000855
000858,000858
000859,043711
000870,045864
000875,000875
000877,043661
000878,047001
000883,048264
000884,043844
000885,047415
000892,046763
000893,047415
000901,046631
000919,046631
000927,047043
000935,047043
000938,000938
000941,000941
000950,045567
000951,000951
000952,000952
000953,000953
000968,044909
000976,047423
000992,047423
001024,049981
001040,043786
001073,046979
001081,043505
001099,043505
001107,046755
001123,043513
001131,049098
001149,043521
001172,044016
001180,049684
001198,049684
001206,049247
001230,047191
001255,045575
001297,049171
001313,049171
001321,044057
001339,048298
001347,047019
001354,048116
001362,048116
001370,048116
001388,048124
001396,043802
001404,049932
001412,046706
001420,046706
001438,046094
001446,050179
001453,049510
001461,050153
001537,043489
001545,043539
001578,050500
001594,045203
001602,045203
001628,044768
001644,044933
001669,050245
001677,045062
001685,044651
001693,046300
001701,046300
001735,050054
001743,045765
001750,045765
001768,045765
001776,044396
001792,043547
001800,043547
001818,050187
001842,043554
001859,047019
001875,048652
001883,048652
001891,044396
001917,043802
001925,043802
001933,046425
001958,046425
001966,047241
001982,044180
002022,043562
002048,045070
002055,044081
002139,043570
002147,047274
002154,047274
002170,048074
002196,043844
002220,043588
002246,043596
002253,043596
002279,049411
002303,043844
002337,043604
002352,043794
002378,043786
002436,047167
002444,048397
002451,047688
002485,046789
002493,046854
002501,046854
002519,044214
002527,043802
002543,048611
002568,046318
002576,048611
002584,046318
002634,043489
002642,044909
002659,050484
002667,048702
002675,043620
002683,065680
002709,046748
002733,043802
002758,044909
002766,050070
002782,048462
002824,048686
002832,046383
002840,046383
002857,046862
002873,049593
002907,046862
002923,046094
002956,050096
002964,046920
002980,050195
002998,044867
003020,045211
003038,045211
003046,044982
003053,048306
003061,048306
003103,043836
003129,050302
003137,043786
003152,043752
003202,049973
003210,049767
003228,049767
003244,044750
003251,043794
003277,047548
003285,043638
003293,043638
003301,044909
003335,050245
003368,045229
003376,045229
003400,046581
003434,046359
003442,048702
003467,043646
003475,043646
003509,045492
003558,045237
003566,047373
003590,047787
003616,049197
003624,044297
003632,050112
003640,050112
003657,047019
003665,043802
003707,045617
003749,050120
003756,050120
003780,043653
003806,043612
003822,045138
003830,044768
003863,048678
003897,047019
003905,044685
003954,043935
003970,043661
003988,048173
003996,044792
004002,043679
004028,043679
004044,043554
004077,043489
004085,046508
004101,047894
004119,044735
004127,048470
004135,043802
004143,046755
004176,045401
004184,043687
004192,045468
004200,044826
004218,047308
004234,043786
004242,043513
004267,045161
004317,047951
004333,045641
004341,043802
004358,044909
004366,047167
004390,049411
004408,046631
004416,044958
004432,047308
004457,044750
004473,047373
004507,045245
004515,065680
004549,046425
004556,045252
004564,045252
004580,048447
004598,043901
004614,043695
004622,043695
004630,049288
004697,048314
004713,044149
004739,049239
004747,048264
004754,049908
004770,046946
004796,048314
004804,043794
004812,049833
004838,043927
004853,047175
004861,048793
004879,048793
004887,045260
004911,050419
004929,050419
004937,050419
004952,043844
004994,046862
005017,045278
005025,043752
005041,043562
005074,043489
005082,043620
005124,043711
005132,044206
005157,044628
005165,047258
005173,047258
005181,043802
005199,043729
005207,043729
005256,045567
005264,047902
005280,047829
005298,047829
005322,043737
005330,044875
005348,044255
005363,050450
005371,044487
005397,044438
005405,044404
005439,045096
005447,045021
005462,046102
005496,049437
005504,044164
005561,043562
005637,043786
005660,044222
005686,043984
005710,044974
005728,044693
005736,049544
005751,045286
005769,045286
005777,050237
005785,050070
005801,050138
005819,050138
005827,043802
005835,050138
005850,045161
005868,046961
005876,047183
005884,047183
005892,043786
005900,043786
005926,049932
005942,043786
005967,047373
006007,044909
006015,043752
006049,045047
006056,044909
006072,047092
006080,044453
006098,045294
006189,044529
006213,047688
006239,043752
006296,043745
006312,050534
006320,043760
006338,043760
006353,043786
006379,043711
006387,043802
006429,043786
006494,044602
006502,049601
006510,043778
006528,043778
006551,049411
006577,050427
006585,046847
006593,050427
